62665 2 4 
B	a	0.008503	0.266304	0.000000	0.095652
B	a	0.008332	0.266304	0.000000	0.130435
B	a	0.007650	0.266304	0.000000	0.133333
B	a	0.008531	0.267391	0.000000	0.136232
B	a	0.008773	0.266304	0.000000	0.150725
B	a	0.008346	0.213043	0.000000	0.156522
B	a	0.008147	0.213043	0.000000	0.162319
B	a	0.008062	0.209783	0.000000	0.176812
B	a	0.008289	0.266304	0.000000	0.197101
B	a	0.007849	0.266304	0.000000	0.200000
B	a	0.008489	0.204348	0.000000	0.205797
B	a	0.007664	0.213043	0.000000	0.205797
B	a	0.008147	0.266304	0.000000	0.208696
B	a	0.008062	0.213043	0.000000	0.211594
B	a	0.007650	0.266304	0.000000	0.217391
B	a	0.008204	0.213043	0.000000	0.220290
B	a	0.007920	0.266304	0.000000	0.223188
B	a	0.008247	0.267391	0.000000	0.223188
B	a	0.007536	0.254348	0.000000	0.234783
B	a	0.006725	0.213043	0.000000	0.237681
B	a	0.007351	0.213043	0.000000	0.237681
B	a	0.007891	0.348913	0.000000	0.249275
B	a	0.008233	0.266304	0.000000	0.252174
B	a	0.007806	0.267391	0.000000	0.252174
B	a	0.008602	0.266304	0.000000	0.255072
B	a	0.008460	0.266304	0.000000	0.257971
B	a	0.007564	0.213043	0.000000	0.263768
B	a	0.008332	0.228261	0.000000	0.263768
B	a	0.007522	0.256522	0.000000	0.263768
B	a	0.008133	0.213043	0.000000	0.269565
B	a	0.007536	0.213043	0.000000	0.272464
B	a	0.008304	0.213043	0.000000	0.272464
B	a	0.008531	0.270652	0.000000	0.275362
B	a	0.008417	0.266304	0.000000	0.278261
B	a	0.008133	0.266304	0.000000	0.284058
B	a	0.008389	0.213043	0.000000	0.286957
B	a	0.006853	0.266304	0.000000	0.286957
B	a	0.007379	0.266304	0.000000	0.289855
A	a	0.005133	0.328261	0.000000	0.289855
B	a	0.008460	0.213043	0.000000	0.292754
B	a	0.008048	0.213043	0.000000	0.301449
B	a	0.008034	0.266304	0.000000	0.310145
B	a	0.008275	0.266304	0.000000	0.310145
B	a	0.007621	0.272826	0.000000	0.310145
B	a	0.008489	0.213043	0.000000	0.313043
B	a	0.008744	0.266304	0.000000	0.313043
B	a	0.008361	0.213043	0.000000	0.315942
B	a	0.007522	0.266304	0.000000	0.315942
B	a	0.008517	0.302174	0.000000	0.318841
B	a	0.009043	0.266304	0.000000	0.321739
B	a	0.008034	0.214130	0.000000	0.327536
B	a	0.007436	0.211957	0.000000	0.330435
B	a	0.008119	0.208696	0.000000	0.336232
B	a	0.008346	0.213043	0.000000	0.342029
B	a	0.008048	0.213043	0.000000	0.350725
B	a	0.008531	0.254348	0.000000	0.356522
B	a	0.008872	0.211957	0.000000	0.359420
B	a	0.008019	0.214130	0.000000	0.362319
B	a	0.016522	0.375000	0.000000	0.365217
B	a	0.010892	0.376087	0.000000	0.365217
B	a	0.008090	0.214130	0.000000	0.373913
B	a	0.032419	0.245652	0.000000	0.373913
B	a	0.008545	0.196739	0.000000	0.379710
B	a	0.038078	0.407609	0.000000	0.382609
B	a	0.008162	0.266304	0.000000	0.385507
B	a	0.011204	0.203261	0.000000	0.388406
B	a	0.027670	0.313043	0.000000	0.402899
B	a	0.007536	0.213043	0.000000	0.408696
B	a	0.008233	0.213043	0.000000	0.408696
B	a	0.008090	0.266304	0.000000	0.408696
B	a	0.014290	0.343478	0.000000	0.414493
B	a	0.053235	0.380435	0.000000	0.426087
B	a	0.010294	0.419565	0.000000	0.426087
B	a	0.007280	0.268478	0.000000	0.431884
B	a	0.012413	0.284783	0.000000	0.449275
B	a	0.007351	0.301087	0.000000	0.449275
B	a	0.005503	0.344565	0.000000	0.455072
B	a	0.022295	0.386957	0.000000	0.463768
B	a	0.006825	0.196739	0.000000	0.469565
B	a	0.042514	0.398913	0.000000	0.469565
A	a	0.011290	0.144565	0.000000	0.507246
B	a	0.009214	0.211957	0.000000	0.507246
B	a	0.007749	0.211957	0.000000	0.515942
B	a	0.008119	0.269565	0.000000	0.518841
B	a	0.003384	0.314130	0.000000	0.521739
B	a	0.017887	0.306522	0.000000	0.524638
B	a	0.010237	0.423913	0.000000	0.547826
B	a	0.020532	0.351087	0.000000	0.550725
B	a	0.007308	0.213043	0.000000	0.559420
B	a	0.010678	0.265217	0.000000	0.568116
B	a	0.008289	0.277174	0.000000	0.582609
B	a	0.021228	0.295652	0.000000	0.600000
B	a	0.016536	0.356522	0.000000	0.631884
B	a	0.012697	0.284783	0.000000	0.637681
B	a	0.027726	0.383696	0.000000	0.646377
B	a	0.021541	0.204348	0.000000	0.750725
B	a	0.012057	0.220652	0.000000	0.834783
B	a	0.009925	0.260870	0.000000	0.881159
B	a	0.018001	0.328261	0.000000	0.930435
A	a	0.009953	0.228261	0.000000	0.956899
A	a	0.018342	0.206522	0.000024	0.445449
A	a	0.013934	0.304348	0.000048	0.857275
A	a	0.007109	0.250000	0.000097	0.870087
A	a	0.006825	0.184783	0.000387	0.771304
A	a	0.013650	0.467391	0.000436	0.368841
A	a	0.013934	0.206522	0.000654	0.666000
A	a	0.016494	0.239130	0.000726	0.710116
A	a	0.016351	0.152174	0.000872	0.442783
A	a	0.023745	0.228261	0.000993	0.503449
A	a	0.005830	0.141304	0.001090	0.845130
A	a	0.011233	0.239130	0.001138	0.596377
A	a	0.006114	0.315217	0.001138	0.859449
A	a	0.005403	0.184783	0.001162	0.830783
A	a	0.023603	0.195652	0.001332	0.686290
A	a	0.012655	0.141304	0.001429	0.906000
A	a	0.023745	0.173913	0.001719	0.498145
A	a	0.012939	0.206522	0.001816	0.659449
A	a	0.027442	0.195652	0.001840	0.905710
A	a	0.013650	0.228261	0.001864	0.838087
A	a	0.017489	0.130435	0.001913	0.300899
A	a	0.009100	0.141304	0.001937	0.550986
A	a	0.014930	0.195652	0.001985	0.656058
A	a	0.025167	0.184783	0.002010	0.450609
A	a	0.012512	0.130435	0.002058	0.760174
A	a	0.026731	0.206522	0.002082	0.479275
A	a	0.014361	0.239130	0.002107	0.860551
A	a	0.025451	0.184783	0.002131	0.513710
A	a	0.024598	0.173913	0.002155	0.508899
A	a	0.015072	0.217391	0.002203	0.656406
B	a	0.009527	0.270652	0.002421	0.055072
B	a	0.008858	0.276087	0.002421	0.055072
B	a	0.010323	0.297826	0.002421	0.055072
B	a	0.010067	0.303261	0.002421	0.055072
B	a	0.009299	0.244565	0.002421	0.057971
B	a	0.010138	0.265217	0.002421	0.057971
B	a	0.008872	0.268478	0.002421	0.057971
B	a	0.009057	0.270652	0.002421	0.057971
