100000 2 4 
A	F	0.34206	0.742252	0.366719	0.159453
A	E	0.815883	0.114212	0.346768	0.897554
C	E	0.799705	0.518397	0.31027	0.227637
A	E	0.299275	0.443988	0.33645	0.160789
B	E	0.506151	0.023416	0.481866	0.349985
B	E	0.910829	0.005941	0.577746	0.826226
A	F	0.280806	0.439292	0.615479	0.507333
C	E	0.101531	0.202534	0.943266	0.762078
A	E	0.478086	0.606136	0.827438	0.39589
A	H	0.018939	0.265188	0.833301	0.211604
B	H	0.741687	0.401498	0.88926	0.353314
C	E	0.491337	0.298638	0.171706	0.636821
A	E	0.579599	0.930413	0.485414	0.328961
A	H	0.768316	0.27937	0.548759	0.467486
A	F	0.602457	0.586443	0.83261	0.310284
A	G	0.651868	0.362816	0.824904	0.483721
A	E	0.063279	0.812394	0.084578	0.349913
C	E	0.202861	0.826865	0.600039	0.124667
B	E	0.623546	0.987989	0.004495	0.863901
A	E	0.617423	0.834576	0.018121	0.447216
B	E	0.184476	0.343389	0.383539	0.720054
A	E	0.623329	0.394574	0.003323	0.805234
D	E	0.066589	0.595597	0.784289	0.369346
A	G	0.390012	0.812169	0.428178	0.651739
A	F	0.97471	0.21934	0.91693	0.138021
A	F	0.487449	0.696002	0.621368	0.563875
A	E	0.718956	0.20442	0.603014	0.281893
B	G	0.182351	0.842723	0.997988	0.419119
A	E	0.467636	0.404645	0.467181	0.22065
A	E	0.706529	0.728352	0.174246	0.726446
A	H	0.44483	0.59131	0.192934	0.950552
C	E	0.343375	0.806968	0.619578	0.462775
A	G	0.576824	0.581816	0.673318	0.111119
B	E	0.724742	0.464706	0.29801	0.591184
A	E	0.479361	0.694389	0.487756	0.8191
B	F	0.246	0.201905	0.265078	0.820505
C	E	0.284006	0.435856	0.381577	0.56272
B	E	0.705194	0.429652	0.234181	0.749672
A	E	0.940977	0.071684	0.43806	0.775745
C	E	0.50017	0.278309	0.361641	0.705184
A	H	0.349757	0.318325	0.531975	0.707412
A	F	0.812717	0.521285	0.546208	0.27118
B	G	0.689065	0.270638	0.074231	0.711791
B	F	0.102852	0.266485	0.816202	0.976765
A	G	0.191929	0.257541	0.308086	0.422183
A	E	0.833488	0.52174	0.342149	0.14201
C	F	0.013251	0.932985	0.394055	0.460782
B	H	0.702272	0.624058	0.235242	0.363979
B	G	0.498006	0.162067	0.449393	0.494377
A	F	0.780894	0.257558	0.96137	0.09366
B	G	0.314468	0.520439	0.793224	0.201071
C	G	0.451824	0.096093	0.906804	0.712938
C	E	0.177304	0.762428	0.202171	0.249551
A	E	0.400725	0.483271	0.474149	0.672502
D	F	0.013217	0.747313	0.654034	0.924593
A	E	0.689355	0.033861	0.398332	0.690647
A	H	0.455396	0.528792	0.320212	0.505707
B	G	0.285426	0.931601	0.572873	0.34614
A	F	0.457225	0.051917	0.280814	0.951934
B	G	0.840213	0.511685	0.478102	0.118488
C	E	0.255375	0.464849	0.568573	0.35759
A	H	0.10416	0.571718	0.655373	0.36487
A	G	0.513857	0.320667	0.697552	0.494044
A	F	0.906755	0.42569	0.858435	0.37779
D	E	0.618436	0.432289	0.248971	0.705314
B	H	0.733715	0.423566	0.545358	0.608023
B	F	0.3934	0.770319	0.286331	0.485693
A	F	0.283689	0.733019	0.503446	0.447661
C	E	0.313281	0.846652	0.576619	0.028668
B	E	0.099601	0.011527	0.599537	0.679468
C	E	0.127984	0.465874	0.750766	0.322961
B	E	0.640915	0.219267	0.399761	0.359947
A	E	0.392075	0.733453	0.483198	0.387058
D	E	0.34896	0.459561	0.725003	0.468353
A	G	0.650449	0.494317	0.308756	0.999359
B	E	0.550147	0.937485	0.249256	0.617168
A	F	0.748369	0.46111	0.307752	0.772688
B	F	0.741578	0.163602	0.581327	0.640165
D	G	0.309456	0.593131	0.399804	0.991273
B	F	0.029982	0.780383	0.147613	0.617877
A	F	0.487038	0.448153	0.62415	0.475781
A	F	0.414176	0.522555	0.541349	0.218369
A	H	0.556497	0.359653	0.581331	0.091238
A	G	0.492172	0.33531	0.796278	0.36359
B	F	0.552842	0.004833	0.533308	0.642166
A	E	0.680386	0.680271	0.236229	0.402289
B	G	0.153149	0.569354	0.649705	0.476845
D	G	0.19877	0.768846	0.358525	0.131819
B	E	0.489924	0.919352	0.379356	0.610783
A	G	0.117414	0.269955	0.643566	0.674708
B	E	0.224341	0.791094	0.070429	0.830135
B	E	0.512328	0.541039	0.39667	0.279194
C	E	0.652432	0.368317	0.793602	0.291735
B	E	0.70688	0.319177	0.35153	0.812145
C	E	0.13234	0.992705	0.771852	0.661235
D	G	0.115551	0.712648	0.2549	0.243372
C	E	0.612099	0.491396	0.512207	0.075299
C	F	0.402257	0.718623	0.524052	0.074554
A	F	0.697238	0.188223	0.386742	0.801344
A	F	0.270241	0.643082	0.319695	0.978899
D	E	0.307484	0.767472	0.154404	0.903956
D	F	0.608928	0.030789	0.153939	0.65454
A	E	0.811892	0.504266	0.214645	0.266542
D	F	0.409944	0.017241	0.704264	0.241156
C	E	0.925389	0.154462	0.743644	0.252367
